rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
154,681351,Logan O'Hoppe,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,7,J.T. Ginn,669372,R,41.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.2,32.9,30.9,59.8,50.0,63.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,23,1,Contact streak: 10/23 over last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.18,40.88,88.38,99.959,0.3823,0.1669,0.294,72.14,24.53,44.8,30.47,8.5,0.1349,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
155,808982,Jung Hoo Lee,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,5,Max Meyer,676974,R,41.7,Longshot,Watch List,Platoon Edge,12.9,45.4,35.0,86.4,80.0,40.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.93,30.95,87.52,96.7913,0.4018,0.0982,0.3301,68.44,2.84,38.11,21.61,5.2,0.1298,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
156,686797,Brooks Lee,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,7,Zac Gallen,668678,R,41.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.0,55.3,28.2,59.8,75.0,49.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.24,32.9,87.9,97.2646,0.3516,0.1232,0.2813,69.92,8.49,40.59,27.81,13.2,0.1676,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
157,702616,Jackson Holliday,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,8,Yoshinobu Yamamoto,808967,R,41.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.7,30.0,27.6,47.9,80.0,22.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,1,"Last 7 games: 3/20, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.14,45.42,89.64,99.9025,0.4187,0.1861,0.3238,70.46,8.53,32.26,33.29,7.9,0.1764,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
158,672356,Gabriel Arias,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,7,Spencer Arrighetti,681293,R,41.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.5,27.2,27.6,59.8,50.0,50.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.79,49.39,91.39,102.6499,0.3906,0.1612,0.2874,75.24,52.21,39.46,14.85,4.7,0.1731,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
159,656555,Rhys Hoskins,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,4,Spencer Arrighetti,681293,R,41.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",37.2,27.2,27.6,90.4,50.0,18.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,28,1,"Last 7 games: 3/28, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.07,42.76,88.87,99.8703,0.3372,0.1494,0.3,71.7,17.79,55.53,30.91,8.5,0.1874,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
160,650333,Luis Arraez,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,1,Max Meyer,676974,R,40.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",7.2,45.4,35.0,93.2,80.0,42.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,1,"Last 7 games: 9/32, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.54,20.97,86.94,94.2001,0.3672,0.0816,0.3016,62.95,0.12,30.38,27.33,4.5,0.1168,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
161,669242,Tommy Edman,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,6,Trevor Rogers,669432,L,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.9,38.0,27.6,71.7,75.0,38.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,3,8,0,Contact streak: 3/8 over last 2 games,"switch hitter; pitcher baseline 7.1% barrel, 8.1 HR allowed",EV profile; pitcher fly-ball pressure modest,1.35,51.94,92.22,100.7405,0.3627,0.0936,0.3154,70.06,7.52,42.81,7.32,3.9,0.1346,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
162,685133,Wade Meckler,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,2,J.T. Ginn,669372,R,40.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",21.2,32.9,30.9,95.5,80.0,13.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 7.2% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.9,29.3,86.0,96.1983,0.407,0.156,0.323,69.5,3.4,36.2,22.4,2.0,0.158,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
163,643289,Mauricio Dubón,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,1,Kyle Harrison,690986,L,40.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",13.9,30.9,44.4,93.2,78.0,36.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,1,"Last 7 games: 7/29, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.56,27.91,85.76,96.1917,0.3828,0.1197,0.3081,68.76,2.84,30.7,26.21,7.0,0.1364,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
164,645277,Ozzie Albies,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,4,Kyle Harrison,690986,L,40.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",17.4,30.2,44.4,94.9,75.0,18.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","switch hitter; pitcher baseline 6.7% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.55,29.02,87.22,96.9728,0.3807,0.1272,0.3053,68.93,6.09,45.23,29.73,11.8,0.1432,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
165,677649,Ezequiel Duran,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,5,Walker Buehler,621111,R,40.3,Longshot,Watch List,No major boost,18.6,41.2,41.1,86.4,50.0,29.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.77,35.38,88.17,99.0068,0.344,0.0999,0.2904,72.34,24.69,35.1,19.69,3.5,0.1299,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
166,622761,Jorge Mateo,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,9,Kyle Harrison,690986,L,40.3,Longshot,Watch List,Platoon Edge,37.1,30.9,44.4,44.8,78.0,14.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,44.47,88.73,101.2623,0.4097,0.1594,0.304,73.09,29.74,36.2,29.86,3.1,0.1471,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
167,687859,Troy Johnston,COL,PIT,2026-06-21T01:10:00Z,Scheduled,5,Paul Skenes,694973,R,40.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.8,22.0,38.7,81.9,80.0,48.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.64,38.25,89.32,98.8618,0.4153,0.1331,0.3331,70.11,4.74,38.18,22.39,3.3,0.1325,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
168,681082,Bryson Stott,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,6,Freddy Peralta,642547,R,40.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.0,30.3,34.3,71.7,80.0,25.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.5,36.92,88.86,98.7636,0.3993,0.1474,0.3137,69.82,5.56,36.13,28.29,8.1,0.1494,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
169,606992,Eric Haase,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,9,Max Meyer,676974,R,40.1,Longshot,Watch List,Strong Barrel,37.2,45.4,35.0,44.8,50.0,18.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,1,"Last 7 games: 2/18, 1 HR","same-side matchup; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.97,28.94,84.96,96.969,0.4219,0.2012,0.3038,71.79,15.63,35.12,24.58,3.4,0.2365,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
170,680869,Zack Gelof,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,6,Walbert Ureña,700712,R,40.1,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",35.6,17.2,30.9,71.7,50.0,100.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.93,43.28,88.8,99.4499,0.3592,0.1578,0.2722,73.29,26.87,40.51,27.1,8.3,0.1806,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
171,695734,Daylen Lile,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,6,Ian Seymour,693855,L,40.0,Longshot,Watch List,No major boost,29.6,36.9,41.1,76.2,50.0,0.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.74,37.09,87.99,98.5041,0.4273,0.1544,0.3305,70.32,7.4,41.36,31.71,8.3,0.1689,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
172,669707,Jared Triolo,PIT,COL,2026-06-21T01:10:00Z,Scheduled,9,Tomoyuki Sugano,608372,R,39.9,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable",14.5,75.0,38.7,40.2,50.0,24.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","same-side matchup; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.63,36.8,87.95,98.5499,0.32,0.0838,0.2841,70.97,9.12,32.11,23.83,2.1,0.066,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
173,694203,Denzer Guzman,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,6,J.T. Ginn,669372,R,39.9,Longshot,Watch List,Projected Lineup,32.1,32.9,30.9,71.7,50.0,44.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","same-side matchup; pitcher baseline 7.2% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.6,43.18,87.97,99.214,0.3685,0.1505,0.2686,73.64,35.12,50.82,32.31,1.3,0.1355,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
174,807799,Masataka Yoshida,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,7,Emerson Hancock,676106,R,39.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.9,54.4,25.4,59.8,80.0,18.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.1,41.06,89.15,99.5426,0.3574,0.101,0.3105,71.13,14.75,43.15,21.53,1.9,0.0961,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
175,669899,Ryan Ward,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,7,Trevor Rogers,669432,L,39.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",39.0,38.9,27.6,59.8,50.0,10.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.3,33.3,89.6,99.9862,0.468,0.204,0.35,71.3,7.3,53.3,23.3,3.0,0.283,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
176,683953,Travis Bazzana,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,1,Spencer Arrighetti,681293,R,39.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",22.2,27.2,27.6,88.7,80.0,39.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.9,36.2,88.7,98.3914,0.371,0.131,0.319,69.5,13.2,40.3,31.8,5.0,0.171,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
177,702284,Cole Young,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,6,Connelly Early,813349,L,39.5,Longshot,Watch List,Projected Lineup,25.1,45.9,25.4,71.7,50.0,37.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.39,36.49,88.02,98.8468,0.3963,0.1366,0.3201,71.75,23.42,44.29,26.87,5.4,0.1066,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
178,664761,Alec Bohm,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,5,Freddy Peralta,642547,R,39.4,Longshot,Watch List,Projected Lineup,26.8,30.3,34.3,81.9,50.0,44.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.01,42.62,90.1,99.9544,0.3794,0.1243,0.3044,71.0,13.37,27.72,21.39,9.6,0.1367,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
179,666126,Carlos Cortes,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,5,Walbert Ureña,700712,R,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.2,17.2,30.9,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,22,0,"Last 7 games: 1/22, 0 HR","platoon edge; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.64,41.48,89.73,100.1214,0.4437,0.1651,0.3441,70.75,13.9,29.85,22.94,5.4,0.1829,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
180,694249,Cole Carrigg,COL,PIT,2026-06-21T01:10:00Z,Scheduled,7,Paul Skenes,694973,R,39.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",33.0,21.0,38.7,59.8,75.0,48.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,33.3,83.2,96.7708,0.386,0.189,0.313,74.9,47.9,55.6,29.6,3.0,0.306,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
181,621493,Taylor Ward,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,1,Yoshinobu Yamamoto,808967,R,39.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.1,30.0,27.6,88.7,50.0,7.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,0,"Last 7 games: 5/30, 0 HR","same-side matchup; pitcher baseline 6.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,41.09,89.75,99.6281,0.4017,0.1518,0.3477,68.45,4.54,31.0,29.59,12.9,0.1385,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
182,645305,Ali Sánchez,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,9,Andrew Abbott,671096,L,39.0,Longshot,Watch List,"Good Environment, Platoon Edge",7.6,39.1,83.7,44.8,78.0,24.9,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.28,21.11,83.33,94.0152,0.3435,0.0917,0.2781,69.72,6.09,38.61,5.28,0.0,0.0758,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
183,543309,Kyle Higashioka,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,9,Walker Buehler,621111,R,39.0,Longshot,Watch List,Strong Barrel,32.8,41.2,41.1,44.8,50.0,26.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","same-side matchup; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.0,37.28,88.2,98.6635,0.3835,0.1477,0.3027,70.97,11.35,44.17,28.74,6.8,0.155,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
184,673237,Yainer Diaz,HOU,CLE,2026-06-20T23:15:00Z,Scheduled,6,Joey Cantillo,676282,L,39.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.0,40.5,27.6,71.7,78.0,24.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.19,33.17,88.5,99.1517,0.374,0.1193,0.2868,72.27,17.88,32.29,19.17,7.4,0.126,8.53,38.79,88.38,0.3952,0.1578,30.31,,,Daikin Park,
185,607208,Trea Turner,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,2,Freddy Peralta,642547,R,39.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",24.7,30.3,34.3,95.5,50.0,10.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.17,39.37,88.81,99.0077,0.3659,0.1211,0.293,71.41,18.08,33.35,26.81,9.4,0.1236,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
186,663968,Jake Mangum,PIT,COL,2026-06-21T01:10:00Z,Scheduled,8,Tomoyuki Sugano,608372,R,39.0,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",2.6,73.0,38.7,47.9,75.0,27.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","switch hitter; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.37,27.52,84.36,95.8034,0.3248,0.0675,0.2802,66.6,2.99,29.75,13.04,1.6,0.0587,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
187,668670,Jake Rogers,DET,CWS,2026-06-20T17:10:00Z,Warmup,8,Sean Newcomb,656794,L,38.9,Longshot,Watch List,Platoon Edge,28.4,18.5,65.1,52.4,78.0,18.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,1,"Last 7 games: 2/17, 1 HR","platoon edge; pitcher baseline 4.8% barrel, 2.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,9.41,37.05,87.12,97.7533,0.307,0.1298,0.2551,70.57,5.42,46.46,37.26,1.6,0.1236,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
188,687221,Dalton Rushing,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,8,Trevor Rogers,669432,L,38.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.1,38.9,27.6,47.9,50.0,6.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.13,42.85,89.4,101.4699,0.4252,0.1788,0.3313,72.61,17.47,47.26,25.59,6.8,0.2026,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
